gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,-0.9566396673579334,1,0,2,1,1,1,1,1,1,0,0,1,-1.501716342989843,-0.9314576004386227,0
0,0,0,1,-0.9158786049378431,0,1,0,2,2,0,2,0,0,1,0,3,-0.8182395738482043,-0.8295759509128623,0
0,0,1,0,1.5297851402675717,1,0,2,1,1,1,1,1,1,2,0,1,-1.4967274614632617,-0.4247426488536222,0
1,0,0,0,-0.9566396673579334,1,0,0,2,0,2,2,0,2,0,1,0,0.11301831111363929,-0.7565037385769431,0
0,0,0,0,-1.1604449794583847,1,0,2,1,1,1,1,1,1,0,1,1,-1.4867496984100992,-0.9810186628839818,0
0,0,0,0,-1.2419671042985652,1,0,0,2,0,0,0,0,0,0,0,3,-0.46236602495207113,-0.9569114556722523,0
0,0,0,1,-1.2827281667186554,1,0,1,0,0,0,0,0,2,0,0,2,0.45891409695660995,-0.9765151186795926,1
1,0,0,0,-0.5490290431570309,0,1,0,0,0,0,0,0,0,0,1,0,-1.3204536475240558,-0.8044532386354376,0
1,0,1,1,-1.0381617921981139,1,0,2,1,1,1,1,1,1,0,1,0,-1.4834237773923784,-0.9341067440882632,0
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,1,2,-0.7301026668786013,-0.9922995995920344,1
1,1,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,0,2,-0.6935175356836717,-0.9918139232562669,0
0,0,1,1,-0.9566396673579334,1,0,2,1,1,1,1,1,1,1,0,3,-1.4834237773923784,-0.9351443253510391,0
0,0,0,0,-1.201206041878475,0,1,0,2,0,0,2,0,0,0,0,3,-1.0177948349114565,-0.9497146154240622,1
0,0,0,0,-0.9566396673579334,0,1,0,2,0,2,2,2,2,0,0,3,-0.21125898811414554,-0.772884276810554,1
0,0,0,0,-1.1196839170382944,1,0,0,2,0,2,0,0,0,0,0,1,-0.30105885559260914,-0.8786071846282931,0
0,0,1,1,0.9591302663863083,1,0,1,0,0,0,0,2,2,1,0,0,0.7998210012729992,1.1822499652154292,0
0,0,0,1,-0.5897901055771212,1,2,0,2,0,0,0,0,0,0,0,3,-0.239529316764773,-0.5729401598539318,0
1,1,0,0,0.6738028294456765,1,2,1,0,0,0,0,2,2,0,1,2,1.0426132355666224,1.0719793607991406,1
1,0,1,0,1.5297851402675717,1,2,0,2,2,2,2,2,0,2,0,3,0.4755437020452143,1.4332563260188735,0
0,0,0,0,1.6113072651077522,1,2,1,0,2,2,2,2,2,2,1,1,1.4367348761665455,2.435559825860384,0
0,1,0,0,-1.0789228546182041,1,0,1,0,0,2,0,0,0,0,0,2,0.31756245370347297,-0.8195754336354691,1
1,1,1,0,-0.6305511679972114,1,2,1,0,0,0,0,2,2,0,1,2,0.9960503413185302,-0.3207416844081493,0
1,0,1,0,-0.14141841895612844,0,1,0,0,0,0,0,2,2,0,1,2,-0.6303250363469752,-0.42295447689011473,0
0,0,1,0,-1.0789228546182041,1,2,1,0,2,2,0,2,2,0,1,2,1.3452720481792215,-0.7705221237229578,1
1,0,1,0,1.24445770332694,1,2,1,0,0,2,0,2,2,2,0,2,1.2554721807007578,1.7689249026254144,0
1,0,1,0,-0.6713122304173017,1,2,1,0,0,0,0,0,0,0,1,0,0.2992698881060078,-0.4442359308755607,1
1,0,0,0,1.081413453646579,1,0,0,0,0,2,0,0,2,1,1,0,-0.1164702391091007,0.5983345524404865,0
0,0,0,0,-1.201206041878475,1,0,0,0,0,2,0,2,0,0,0,2,-0.2428552377824939,-0.9399569363145529,0
0,0,0,0,-0.9974007297780236,0,1,0,0,2,0,0,0,0,0,1,3,-1.1840908857975,-0.91103711813931,0
0,1,1,0,-1.0381617921981139,1,2,1,0,0,0,0,0,2,0,1,2,0.655143437002141,-0.7256412150586306,1
0,0,0,0,1.4482630154273912,1,0,2,1,1,1,1,1,1,2,0,1,-1.505042264007564,-0.374717986269576,0
0,0,1,1,1.4482630154273912,1,2,1,2,0,2,2,2,2,2,0,1,1.5597939538222176,2.305177805903907,0
0,1,1,0,0.7960860167059473,1,2,1,0,2,2,0,2,2,1,1,2,1.385183100391872,1.4709403944350108,0
1,0,1,1,1.6113072651077522,1,2,1,2,2,0,2,2,2,2,1,1,1.4250941526045227,2.4855403360502697,0
0,0,1,0,-0.019135231695857704,1,0,2,1,1,1,1,1,1,1,0,3,-1.5150200270607266,-0.7493289745258332,0
0,0,1,0,1.6113072651077522,1,0,2,1,1,1,1,1,1,2,0,0,-1.4900756194278202,-0.38266541721849767,0
1,0,1,1,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,1,0.16955896841489418,-0.9803563769715716,0
1,0,1,1,0.38847539250504476,1,0,0,2,0,0,2,0,2,1,0,1,-0.038311095192660204,0.20884420735208134,0
0,0,0,0,-0.3044626686364894,1,2,2,1,1,1,1,1,1,2,0,1,-1.3337573315949391,-0.7056622567009245,1
1,0,0,0,0.5107585797653155,1,0,0,2,0,0,0,0,0,0,1,0,-0.4640289854609317,0.0036238792932584635,0
0,0,1,1,0.429236454925135,0,1,0,2,0,2,2,2,2,1,1,1,-0.14806648877744905,0.1546250673227711,0
1,0,1,0,0.18467008040459354,1,2,0,2,0,2,0,2,2,1,0,3,0.47886962306293496,0.2743884364836053,0
0,1,0,0,-0.5082679807369407,1,2,1,0,0,0,0,0,2,0,1,1,0.6967174497236519,-0.24850836756128308,1
0,0,0,0,-1.1604449794583847,0,1,0,0,0,0,0,0,0,0,1,2,-1.3437350946481017,-0.973005003343819,1
1,0,1,0,1.24445770332694,1,0,1,2,2,2,2,2,2,2,1,1,1.5049162570298231,1.9494861185454997,0
1,0,0,0,-1.201206041878475,1,0,1,0,0,0,0,2,2,0,0,3,0.8596875795919747,-0.9063128119641175,0
1,0,1,1,1.3667408905872107,1,2,2,1,1,1,1,1,1,2,1,1,-1.3154647659974745,-0.2728584129408961,0
1,0,0,0,-0.1821794813762187,1,2,1,0,2,2,0,2,2,0,1,2,1.358575732250105,0.304279607330383,1
0,1,0,0,-0.9974007297780236,1,2,1,0,0,0,0,0,2,0,0,2,0.6767619236173268,-0.7040506943140599,0
1,0,0,1,1.570546202687662,1,2,2,1,1,1,1,1,1,2,0,3,-1.3470610156658227,-0.2806954629044161,0
1,0,0,0,-1.2827281667186554,0,1,0,0,0,0,0,0,0,0,1,2,-1.3503869366835435,-1.0005340211030005,1
0,0,1,1,1.6113072651077522,1,2,2,1,1,1,1,1,1,2,0,0,-1.322116608032916,-0.1909557217728417,0
1,1,1,0,-0.6713122304173017,1,0,0,2,2,0,0,0,0,0,1,0,-0.34263286831412,-0.6469395724672252,0
1,0,1,0,1.3667408905872107,1,2,1,2,2,2,2,0,0,2,0,3,1.0559169196375058,1.8252192051802765,0
0,0,0,0,-0.8751175425177529,1,2,1,0,0,0,0,0,0,0,1,2,0.38740679507561104,-0.6412659898175782,1
1,0,0,0,0.755324954285857,1,2,0,2,2,2,2,2,0,1,1,1,0.5420621223996317,0.810575111170857,0
0,0,0,1,-0.9974007297780236,0,1,0,2,0,0,0,0,2,0,1,2,-0.8764431916583195,-0.8651848568034477,0
1,0,0,0,-0.7528343552574821,1,0,1,0,0,0,0,2,2,0,1,2,0.932857841981834,-0.4207247809850006,0
0,0,0,0,-1.1604449794583847,1,2,1,0,2,0,2,0,2,0,1,2,0.952813368088159,-0.8513210050369953,1
0,0,0,0,1.5297851402675717,1,2,0,2,2,2,0,2,2,2,0,3,0.6601323185287225,1.6339510336762273,0
0,0,0,1,1.5297851402675717,1,2,0,2,2,0,2,0,0,2,0,2,0.038185088214919706,1.148473383682512,0
0,1,1,0,0.8776081415461278,1,2,1,0,2,0,0,2,2,1,1,1,1.2188870495058286,1.3611113139603288,1
1,0,0,1,-0.1821794813762187,1,0,1,2,0,0,0,0,0,0,1,0,0.3341920587920773,-0.09792662727629681,1
1,0,0,0,-0.34522373105657966,1,0,2,1,1,1,1,1,1,2,0,3,-1.466794172303774,-0.7961967409273911,0
0,0,1,0,1.4890240778474815,1,0,0,0,2,0,0,0,2,2,1,1,-0.11314431809137979,0.8127827308788907,0
1,0,1,1,0.38847539250504476,1,0,0,2,2,0,0,0,0,0,0,3,-0.3442958288229803,0.004771841541436004,0
0,1,0,0,-1.2419671042985652,1,0,1,0,0,0,0,0,0,0,1,2,0.15791824485287084,-0.9531143497744342,1
0,1,0,0,0.26619220524477405,1,2,1,0,0,2,0,2,2,0,1,2,1.1606834316957133,0.7707496516379271,0
1,0,1,1,0.5107585797653155,1,2,1,0,2,2,2,2,2,2,1,0,1.4932755334678003,1.1525133277482138,0
1,0,1,1,1.6113072651077522,1,2,0,2,2,2,2,2,0,2,1,0,0.5320843593464687,1.5175653226686847,0
0,0,0,0,0.22543114282468377,1,0,2,1,1,1,1,1,1,2,0,3,-1.481760816883518,-0.68316661187606,0
1,0,1,0,1.6113072651077522,1,2,0,2,2,2,2,0,0,2,1,0,0.09805166653389527,1.1101270293539647,0
1,0,0,0,-1.2827281667186554,1,2,2,1,1,1,1,1,1,0,1,3,-1.3570387787189853,-1.0006223258913218,1
1,0,1,1,1.6113072651077522,1,0,2,1,1,1,1,1,1,2,1,1,-1.4983904219721222,-0.3866391326929586,0
1,0,1,0,0.918369203966218,1,2,2,1,1,1,1,1,1,2,0,0,-1.3021610819265907,-0.37383493838636245,0
0,0,1,1,0.755324954285857,0,1,0,0,0,2,2,2,2,1,1,2,-0.28941813203058603,0.2687148538339582,0
1,0,0,0,1.24445770332694,1,0,0,2,2,2,2,2,2,2,1,0,0.7266507388831399,1.3330303912741386,0
0,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,0,3,-1.4784348958657971,-1.0022338882781865,0
0,0,1,1,-0.3859847934766699,1,0,2,1,1,1,1,1,1,2,1,3,-1.5033793034987035,-0.8118708408544312,0
0,0,0,0,-1.2827281667186554,1,0,0,0,2,0,0,0,0,0,0,2,-0.4756697090229548,-0.9889219414387426,1
0,0,0,0,-1.2419671042985652,1,2,0,0,0,0,2,0,0,0,1,3,-0.3492847103495616,-0.959560599321893,0
0,1,0,0,0.7960860167059473,1,2,1,2,2,2,0,2,2,0,0,1,1.4383978366754058,1.5669497755374011,0
0,0,0,0,0.14390901798450328,1,2,0,2,0,0,0,0,0,1,0,3,-0.34595878933184065,-0.1752153932545606,0
0,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,0,3,-0.6486176019444398,-0.9912178659350979,0
0,0,0,0,-0.1821794813762187,1,2,0,2,0,2,0,0,0,1,0,3,-0.1946293830255412,-0.28076169149565705,0
0,0,1,1,-1.0381617921981139,1,0,0,2,2,2,0,2,0,1,0,2,0.1529293633262898,-0.8006119803434587,0
1,0,0,0,-0.7528343552574821,1,2,1,0,2,0,0,2,2,0,1,2,1.1872907998374802,-0.3862417611455125,1
1,1,1,0,1.6113072651077522,0,1,0,2,2,2,2,2,2,2,1,1,0.003262917528850668,0.9959268618573758,0
0,0,1,1,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,1,3,-1.4751089748480761,-1.002189735884026,1
0,0,0,0,-0.9158786049378431,1,0,2,1,1,1,1,1,1,0,0,3,-1.5299866716404704,-0.939184269416741,0
1,0,0,0,0.38847539250504476,1,0,2,1,1,1,1,1,1,1,0,0,-1.4983904219721222,-0.6359897787153774,0
0,0,0,0,-1.0381617921981139,0,1,0,0,0,0,0,0,0,0,0,0,-1.3237795685417766,-0.9273735039787602,0
1,0,0,0,-1.1604449794583847,1,0,1,0,0,2,0,0,0,0,1,0,0.3308661377743562,-0.8691144198837478,1
1,0,1,1,1.6113072651077522,1,2,1,2,2,2,2,2,2,2,1,1,1.6446049397740998,2.546801782948208,0
0,0,1,0,-0.5082679807369407,0,1,0,0,0,0,0,0,0,0,1,2,-1.3437350946481017,-0.7980732176792198,1
1,0,0,0,1.24445770332694,1,0,1,2,2,2,2,2,2,2,0,1,1.4749829678703357,2.1013924306553062,0
0,0,0,0,0.9591302663863083,0,1,0,2,2,2,2,0,0,2,0,0,-0.6585953649976026,0.11910446622050695,0
0,0,0,1,-1.1196839170382944,1,0,0,0,0,0,2,0,0,0,1,3,-0.4607030644432108,-0.8846119102341452,0
0,0,1,0,1.6113072651077522,1,2,1,0,2,2,2,2,2,2,1,0,1.5165569805918464,2.5132238871890134,0
1,1,1,1,1.4482630154273912,1,2,1,0,2,2,0,0,0,0,1,2,0.6584693580198622,1.4982044978292284,0
1,0,1,1,1.407501953007301,1,0,0,2,2,0,2,0,0,1,0,3,-0.15970721233947216,0.7522277222875235,0
1,0,1,1,-0.9974007297780236,1,0,0,0,0,0,0,0,0,0,0,0,-0.6718990490684861,-0.8482524136428282,0
1,0,1,1,0.7960860167059473,1,2,1,0,2,0,2,0,2,0,1,0,0.9444985655438568,1.033765463653075,0
0,0,1,1,-0.5897901055771212,1,0,2,1,1,1,1,1,1,0,1,3,-1.4834237773923784,-0.8337704283581265,0
0,0,1,1,1.081413453646579,1,2,2,1,1,1,1,1,1,2,0,3,-1.310475884470893,-0.33392117406511124,0
0,0,0,0,1.1221745160666692,1,0,2,1,1,1,1,1,1,2,0,3,-1.4717830538303551,-0.5286553085107736,0
1,0,0,0,-1.0381617921981139,1,2,1,0,0,0,0,2,2,0,1,2,0.972768894194484,-0.7016002364381423,0
1,0,1,1,1.081413453646579,0,1,0,2,0,2,0,0,0,1,0,3,-0.9995022693139918,-0.13689111512309365,0
1,0,0,0,0.5515196421854057,0,1,0,2,0,2,2,2,2,2,1,0,-0.13642576521542596,0.2662643959580408,0
1,0,0,0,-1.1196839170382944,1,0,0,0,2,0,0,0,0,0,1,2,-0.4490623408811877,-0.8954292468035109,0
1,1,1,0,1.081413453646579,0,1,0,2,0,2,2,2,2,2,1,1,-0.02667037163063735,0.7048963557472785,0
0,0,1,0,1.5297851402675717,1,2,0,0,2,2,2,2,2,2,1,0,0.6634582395464431,1.6014990239681304,0
0,0,0,0,-0.7528343552574821,1,0,1,0,0,0,0,0,0,0,1,1,0.20448113910096322,-0.607688094058384,1
0,0,0,0,0.46999751734522527,1,2,0,0,0,0,0,0,0,0,1,3,-0.48897339309383825,-0.06677711319593986,0
0,0,1,0,1.2852187657470302,1,2,1,2,0,2,0,2,0,2,1,1,0.9893984992830883,1.6152524947491809,0
0,0,1,1,1.0406523912264887,0,1,0,2,0,2,2,2,2,2,0,3,-0.16968497539263466,0.5889963210755035,0
0,1,1,0,0.5515196421854057,1,2,1,0,0,0,2,2,2,1,0,2,1.1773130367843176,1.0876976131203413,0
1,1,1,0,1.0406523912264887,1,2,1,0,2,0,0,2,2,0,1,2,1.1324131030450861,1.5410764725592447,0
0,0,1,0,1.6113072651077522,1,2,1,0,2,0,0,2,2,2,1,1,1.0925020508324357,2.0218960449690084,0
0,1,0,0,-0.1006573565360382,0,1,0,0,0,2,0,2,0,0,1,2,-0.816576613339344,-0.49335546937931296,1
1,1,0,0,-0.8751175425177529,1,2,0,2,2,0,0,0,0,0,0,0,-0.15305537030403032,-0.7185326795987615,0
0,1,0,0,0.06238689314432279,0,1,0,0,2,2,0,2,2,0,1,2,-0.28609221101286514,-0.23153177200650307,0
1,0,0,0,0.8776081415461278,0,1,0,2,2,0,0,0,2,2,0,0,-0.6203472732938125,0.06252317310360037,0
0,0,0,0,-1.201206041878475,0,1,0,0,2,0,0,2,2,0,1,2,-0.47400674851409424,-0.9426502323583541,1
0,0,1,1,1.6113072651077522,1,2,2,1,1,1,1,1,1,2,0,3,-1.3287684500683579,-0.1903596644516725,0
0,0,1,1,0.30695326766486425,1,2,1,0,0,2,2,0,0,0,1,2,0.6651212000553035,0.4471346786372509,1
0,0,1,1,-1.2419671042985652,1,0,0,0,0,0,0,2,2,0,0,3,0.028207325161757193,-0.9519222351320961,1
1,0,1,1,0.8776081415461278,1,2,0,0,0,2,0,0,2,2,0,1,-0.0499518187546833,0.4939582926446479,0
0,0,0,0,-0.7528343552574821,1,0,0,2,0,0,0,0,0,0,0,0,-0.4906363536026986,-0.6979797401169668,0
0,0,0,0,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,0,2,0.18785153401235885,-0.9801135388036878,1
0,0,0,0,-0.9158786049378431,1,2,1,0,2,2,0,0,2,0,1,2,0.9977133018273905,-0.5902699745619973,1
0,0,0,0,-1.2827281667186554,1,0,0,2,0,0,0,0,0,0,0,2,-0.48897339309383825,-0.9890985510153854,0
1,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,0,3,-1.5000533824809827,-1.002520878840231,1
1,0,0,0,0.9591302663863083,1,2,0,2,2,0,2,0,0,1,1,0,-0.006714845524311847,0.6071871074697022,0
0,0,1,0,1.4482630154273912,1,0,0,2,2,0,2,2,2,2,1,0,0.49051034662495785,1.4241167804276136,0
0,0,1,1,-0.7528343552574821,1,0,2,1,1,1,1,1,1,1,1,3,-1.5083681850252848,-0.8911464645699252,0
1,0,1,1,1.4482630154273912,1,0,1,2,0,0,2,2,2,2,1,2,1.1540315896602715,1.9328406659469248,0
1,1,1,0,0.918369203966218,1,2,1,0,0,0,0,0,0,0,1,2,0.3042587696325893,0.7779906442802781,0
0,0,0,0,-0.6713122304173017,0,1,0,2,0,0,0,2,0,0,1,2,-0.8631395075874361,-0.7178924698834318,0
1,1,0,0,-0.9566396673579334,1,0,1,0,0,0,0,0,2,0,1,2,0.4888473861160975,-0.6939839484454257,0
1,0,1,1,-0.7528343552574821,1,0,0,2,2,0,0,2,0,0,1,2,0.019892522617455017,-0.5972681290364644,1
1,1,1,0,1.0406523912264887,1,2,1,0,0,2,0,2,2,0,1,2,1.1257612610096444,1.5551610862965006,1
1,0,0,0,0.8368470791260375,0,1,0,2,2,0,0,0,2,0,1,0,-0.6170213522760918,0.11325427399421736,0
1,0,1,0,1.5297851402675717,1,2,1,2,2,2,0,2,0,2,1,1,1.1473797476248297,2.0549220358011944,0
0,1,1,1,-0.7528343552574821,1,2,1,0,0,0,0,2,2,0,1,2,1.0293095514957389,-0.4168172941017808,0
1,0,1,1,-0.4267458558967602,1,0,0,2,0,2,2,2,0,1,1,0,0.08807390348073275,-0.3295059346490436,1
0,0,1,0,-0.9158786049378431,1,2,1,2,0,0,0,0,0,0,1,1,0.4422844918680056,-0.6734089327665504,0
0,0,1,1,-0.14141841895612844,1,2,2,1,1,1,1,1,1,2,0,3,-1.2888573978557074,-0.7054635709272015,0
0,0,0,0,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,2,0.15791824485287084,-0.9805109103511339,1
1,0,1,0,0.6738028294456765,1,2,0,2,0,2,2,2,2,1,0,2,0.6484915949666992,0.7810592356744449,1
0,1,1,0,1.4482630154273912,1,2,1,0,2,0,0,2,2,0,1,2,1.1756500762754574,2.0139265378230067,1
0,0,0,0,-1.2827281667186554,1,0,1,0,0,0,0,2,0,0,0,2,0.43895857085028445,-0.9767800330445566,1
0,0,0,0,-0.1006573565360382,0,1,0,0,0,0,2,0,2,1,1,1,-0.8149136528304834,-0.48712998180265765,0
0,0,1,0,1.6113072651077522,1,2,0,2,2,2,2,2,0,2,0,1,0.4772066625540746,1.3738272034786032,0
0,0,0,0,-0.9158786049378431,1,0,2,1,1,1,1,1,1,0,1,3,-1.4618052907771928,-0.9021845631100943,0
1,0,0,0,-1.0381617921981139,1,2,1,0,0,0,0,0,0,0,0,2,0.29095508556170563,-0.7816485270514483,1
0,0,0,0,-0.9566396673579334,1,2,1,0,0,0,0,0,0,0,1,2,0.3292031772654958,-0.6992601595476265,1
0,0,0,1,-1.2827281667186554,1,0,0,2,0,0,0,0,0,0,0,3,-0.4972881956381404,-0.9892089320007871,0
0,0,0,0,-0.5082679807369407,1,2,0,0,2,0,2,0,2,0,1,1,0.1346367977288251,-0.4061986433061382,0
0,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,1,3,-1.4834237773923784,-1.0023001168694277,0
0,0,0,0,-0.14141841895612844,1,2,1,0,0,0,0,0,0,0,1,1,0.3707771899870067,-0.0331550650425849,0
1,0,0,0,-1.2827281667186554,1,0,1,0,0,0,2,0,0,0,0,2,0.3042587696325893,-0.9785682050080641,0
1,0,0,0,-1.201206041878475,1,0,1,2,0,0,2,0,0,0,1,3,0.5803102141034214,-0.9165782436064747,0
0,0,0,0,-0.5082679807369407,1,0,1,2,0,2,0,2,0,0,1,0,0.8164506063616035,-0.18508345334947168,0
1,0,0,1,1.2852187657470302,1,0,1,0,2,0,2,2,2,0,1,1,1.1407279055893882,1.7134915717566854,0
0,0,0,0,-1.0789228546182041,0,1,0,2,0,0,0,0,0,0,0,0,-1.177439043762058,-0.9399569363145529,0
1,0,1,0,0.7145638918657667,1,0,2,1,1,1,1,1,1,2,0,2,-1.4983904219721222,-0.5638889190509931,0
1,0,0,0,-1.0789228546182041,1,0,0,2,0,0,0,0,2,0,1,0,-0.18964050149895995,-0.8625798655479677,0
1,0,1,1,-1.0381617921981139,1,0,0,0,0,0,0,0,0,0,0,2,-0.6685731280507652,-0.8639265135698683,0
1,0,1,1,1.6113072651077522,1,2,1,0,0,2,0,0,2,2,1,1,0.8630135006096954,1.8638746262679486,0
1,0,1,0,-0.9974007297780236,1,0,0,0,2,0,0,0,0,0,1,0,-0.5089289192001635,-0.837523381861784,0
0,0,1,1,1.407501953007301,1,2,1,2,0,0,2,2,2,2,0,1,1.391834942427314,2.083621092005634,0
0,1,1,0,-0.34522373105657966,1,2,1,0,0,0,0,2,2,0,1,2,0.9544763285970193,-0.011608696692174828,1
0,0,1,0,1.6113072651077522,1,2,1,2,2,0,0,0,2,2,1,1,0.9844096177565073,2.0448552899325603,0
1,0,1,1,0.021625830724232544,1,0,2,1,1,1,1,1,1,1,1,0,-1.510031145534145,-0.7462162307375056,0
1,0,0,0,-1.2419671042985652,0,1,0,0,0,0,0,0,0,0,1,2,-1.3237795685417766,-0.9863611025774235,1
1,0,1,0,1.5297851402675717,1,0,0,2,2,0,2,0,2,2,0,3,0.10304054806047677,1.0480929155582146,0
0,0,0,0,-0.4267458558967602,1,0,0,0,2,2,0,2,0,1,0,0,0.013240680582013184,-0.37465175767833503,0
0,0,0,0,1.081413453646579,1,2,1,2,2,2,0,0,2,0,1,0,1.1507056686425507,1.4717572137269832,0
1,0,0,0,0.14390901798450328,1,0,2,1,1,1,1,1,1,1,1,1,-1.4800978563746574,-0.7040065419198992,0
0,0,1,1,0.755324954285857,1,0,2,1,1,1,1,1,1,2,0,3,-1.4934015404455407,-0.5570232217590081,0
1,0,1,0,0.8368470791260375,1,2,0,2,0,2,2,2,0,1,0,0,0.41734008423509905,0.8237104484336581,0
0,0,1,1,-0.5082679807369407,1,0,2,1,1,1,1,1,1,1,0,0,-1.501716342989843,-0.8365741053873295,0
1,0,1,0,1.24445770332694,1,0,1,2,0,2,0,2,2,2,0,1,1.159020471186853,1.7837821832604819,0
0,0,0,0,0.30695326766486425,1,0,1,0,2,0,0,0,0,0,0,1,0.3308661377743562,0.3008357205858502,0
1,0,0,0,0.10314795556441304,1,0,2,1,1,1,1,1,1,1,1,3,-1.5200089085873079,-0.7295487019418503,0
1,0,1,1,-0.2637016062163992,1,0,1,0,0,0,0,0,2,1,0,0,0.46889186000977245,-0.11307089847340883,0
1,1,1,0,-0.22294054379630893,1,2,1,0,2,2,0,0,2,0,1,2,1.0209947489514366,0.09707242153432949,1
1,0,0,1,0.8368470791260375,1,0,0,2,2,0,2,0,0,1,0,1,-0.06658142384328765,0.4985501416373583,0
1,1,1,0,0.06238689314432279,1,0,1,0,0,0,0,0,0,0,0,1,0.2227737046984279,0.060492162972209294,0
0,1,1,0,-0.5490290431570309,1,2,1,0,0,0,0,2,2,0,1,2,1.0010392228451117,-0.23404845847366162,0
1,0,1,0,0.429236454925135,1,0,1,2,2,2,0,0,0,0,1,1,0.7066952127768144,0.5568975305206919,0
1,0,1,1,-1.0789228546182041,1,0,2,1,1,1,1,1,1,0,0,3,-1.5067052245164245,-0.9569776842634934,0
1,0,0,1,0.9591302663863083,1,2,2,1,1,1,1,1,1,2,1,3,-1.3320943710860789,-0.382422579050614,0
1,0,0,0,0.9998913288063985,0,1,0,0,2,0,0,2,0,0,1,2,-0.8498358235165526,-0.07898525018136687,1
1,0,1,1,0.06238689314432279,1,0,1,0,0,2,0,2,0,0,1,3,0.6385138319135366,0.27357161719163264,0
0,0,0,0,-0.9158786049378431,0,1,0,0,2,0,2,0,0,0,0,2,-0.9512764145570392,-0.8461110225260355,0
0,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,1,3,-1.4834237773923784,-1.0023001168694277,1
0,0,0,0,-0.7935954176775724,0,1,0,0,0,0,0,0,0,0,1,2,-1.3620276602455665,-0.8784305750516506,1
1,0,0,0,0.9591302663863083,1,2,1,0,2,0,0,2,2,0,0,2,1.1224353399919231,1.4529262176174549,0
0,0,1,0,0.918369203966218,1,2,1,0,2,2,0,2,2,0,1,1,1.2903943513868275,1.4951359064350611,0
0,0,1,1,0.14390901798450328,1,2,0,2,2,2,2,2,2,2,1,1,0.932857841981834,0.4807788029876861,0
1,0,1,0,0.592280704605496,1,0,2,1,1,1,1,1,1,1,0,0,-1.4950645009544015,-0.5949059759488682,0
0,0,1,1,-0.8343564800976626,1,0,2,1,1,1,1,1,1,0,1,1,-1.4884126589189595,-0.908630812657553,0
0,0,0,0,-1.2827281667186554,1,0,1,0,0,2,0,2,0,0,1,2,0.6850767261616291,-0.9735127558766667,1
1,1,0,0,-0.34522373105657966,1,2,1,0,2,0,0,0,0,0,1,2,0.5204436357844459,-0.0891403008383224,0
0,0,0,0,1.24445770332694,1,2,1,0,2,0,0,2,2,1,0,0,1.1656723132222948,1.698391452953734,1
0,1,0,0,0.10314795556441304,0,1,0,0,0,2,0,2,0,0,1,2,-0.8315432579190878,-0.37783073005790374,0
0,0,0,0,1.407501953007301,1,0,0,2,2,0,2,0,0,1,0,1,-0.14474056775972813,0.6974566773312046,0
1,0,0,0,-0.3044626686364894,1,2,1,0,0,0,0,0,2,0,1,2,0.6634582395464431,-0.10900887821062659,1
1,0,0,0,-0.46750691831685043,1,2,1,2,0,2,0,2,2,0,0,3,1.2970461934222688,-0.03326544602798659,0
0,0,0,0,-0.7935954176775724,1,0,0,2,2,0,2,0,2,0,0,0,0.09805166653389527,-0.6393674368686691,0
1,0,1,0,0.10314795556441304,1,2,1,0,0,0,0,0,0,0,1,2,0.34416982184523986,0.12621300168037577,1
1,1,1,0,1.570546202687662,1,2,2,1,1,1,1,1,1,2,0,0,-1.3304314105772181,-0.17190396369250988,0
0,0,0,0,-0.14141841895612844,1,0,2,1,1,1,1,1,1,0,0,1,-1.513357066551866,-0.7456201734163365,0
1,0,1,0,1.570546202687662,0,1,0,0,2,0,0,2,2,2,0,2,-0.5155807612356051,0.5408260590462057,1
1,1,1,0,-1.0381617921981139,1,0,1,0,0,0,0,2,2,0,1,2,0.8031469222907198,-0.7439203062411505,0
0,1,0,0,0.9998913288063985,0,1,0,0,2,2,0,2,2,0,1,2,-0.327666223734376,0.35485617484143767,0
1,0,1,0,1.3259798281671205,1,2,0,2,0,2,2,0,2,2,0,0,0.3757660715135882,1.1652733696606494,0
1,0,0,0,-0.22294054379630893,1,0,2,1,1,1,1,1,1,1,0,3,-1.481760816883518,-0.7485121552338608,0
1,0,0,0,-1.0789228546182041,1,2,1,0,0,0,0,0,0,0,1,2,0.3341920587920773,-0.8038130289201078,1
0,1,0,0,1.6113072651077522,1,2,1,2,2,2,2,2,2,2,1,1,1.7460455308145864,2.713565375693082,0
